00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0,
119c9c9c,948c8c84,7c7c7c7c,7c7c7c7c,7c7c7c84,7c84847c,74746969,71717474,69616159,59513828,28282020,20282828,20202028,28282828,30394141,38282828,28282828,28282828,28282830,41515159,59595961,69616169,71717981,818c949c,a4acb4c4,c4ccd7e7,e7efefe7,e7e7efef,efefefef,efefefe7,e7e7e7e7,e7dfdfdf,dfdfd7d7,d7d7d7d7,d7d7d7cf,cfcfcfcf,c4bcbcbc,bcbcb4b4,aca4a4a4,a4a49c8c,71615141,30303030,28282828,28282828,28282028,28282828,30303039,39394141,49494949,49494951,51494949,49515151,59515151,51515151,51515151,51514949,51514951,51595151,59595959,59596161,59515159,59616159,59596161,59616161,61616161,61616161,59616161,61616971,71696974,747c848c,8c8c8484,8c948c84,848c9494,9494949c,9c9c9c9c,94949494,94949c9c,9c9c9c9c,94949494,94949c9c,1,
9c949c9c,948c8c84,7c7c7c7c,717c7c7c,7c7c7c84,847c7c7c,74746969,71717169,69616161,59514130,28282020,28282820,20202028,28282828,28394141,38282820,28282028,28282828,28282830,41515159,59595961,61616169,71798181,898c94a4,a4acb4c4,c4ccd7e7,e7e7efe7,e7e7efef,efefefef,efefefe7,e7dfe7e7,e7dfdfdf,dfdfdfd7,d7d7d7d7,dfd7d7cf,cfcfcfcf,ccbcbcbc,bcbcbcac,aca4a4a4,a4a49c8c,79614941,38303030,28282828,30282828,28202028,28282828,30303038,38393941,49494949,49494949,49494949,49515151,51515151,59595151,51515151,51514949,49494951,59595159,59595959,51595961,59595159,59616159,59596161,61616161,61616161,61616161,59616161,61617171,71696971,7c7c8484,84848484,8c8c8c8c,848c9494,94949494,9c9c949c,9c949494,94949c9c,9c9c9c9c,94949494,94949c9c,2,
9c949494,8c8c847c,74747c71,717c7c84,7c7c7c84,7c7c7c74,74716969,71797971,71696969,59514128,20282820,20202020,20202028,28282820,28313941,38282820,20202028,28282828,28303038,41515951,51596161,61616169,71818989,898c949c,acb4bcc4,ccd4dfe7,e7efefef,e7e7efef,efefefef,efefefe7,e7dfdfef,efe7dfdf,dfd7d7d7,d7d7d7d7,dfdfdfcf,cfcfcfcc,c4bcbcbc,bcb4b4ac,aca4a4a4,aca4948c,7c695141,38302830,30282830,28282828,28282028,28283030,30303031,30283139,41414149,41414949,49494949,51515151,51515151,59595151,51494949,51515151,51515151,51515159,59595959,59595959,59595959,59595959,59616161,61596161,61616161,59616161,61616161,61616969,69616969,71717474,74747c7c,848c8c8c,84848c94,94949494,9c9c9494,94949494,949c9c9c,9c949494,94949c94,94949494,3,
9c9c9c94,8c8c847c,747c7c71,717c8484,84847c7c,847c7c74,74716969,717c7971,69696961,59514128,20282820,20202020,20202020,28282820,20303941,38282828,20202028,28282828,28303038,41515951,59616161,61616169,71818989,898c9c9c,a4b4bcc4,ccd4dfe7,e7efefe7,e7e7efef,efefefef,f7efefe7,e7dfdfe7,e7e7dfdf,dfd7d7d7,dfd7d7d7,d7dfd7cf,cfcfcfcc,c4c4bcbc,bcb4b4ac,aca4a4a4,a4a4948c,7c615141,38302830,30282830,28282828,28282828,28283030,30303030,28283039,41414149,41414949,49494949,51515151,51515159,59515151,51515149,51515151,51515151,51515159,59596159,59596159,59595959,59595959,59616161,61595961,61616161,61616161,61616169,61616969,69696969,71717171,747c7c7c,848c8c8c,84848c94,94949494,9c9c9494,94949c94,949c9c9c,9c949494,94949c94,9494949c,4,
9c948c8c,84847c74,74747474,6c748484,84848484,7c7c7c74,71717169,717c7971,71697169,59514131,28282820,20202020,20202020,20202020,20283941,38302828,28282028,20282828,28303038,41494951,51596161,61616969,79818989,89949ca4,acb4c4c4,ccccd7df,e7efefe7,e7efefef,f7efefef,efefefef,e7dfdfe7,e7e7dfdf,dfdfdfdf,dfdfd7d7,d7dfdfcf,cfcfcfcf,ccc4c4c4,bcbcb4ac,a4a4a4a4,a49c948c,84695141,38383030,30282828,28282828,28202028,28283030,30303028,28282830,30393941,41495149,49495149,51515149,49495159,59514951,51494949,51515959,59595151,51495151,51515151,51595959,59595959,59595959,51596161,59595959,61616161,61616161,61615961,69696969,61616961,69696961,6c747474,7c7c8484,848c8c94,94949494,94949494,94949494,9c9c9c9c,94949494,949c9c94,94949494,5,
9c948c84,84847c74,74747474,74748484,84848484,847c7c74,71717171,79797471,69696969,59514931,28282828,28202020,20202020,20282820,20283038,38282828,28282828,28282828,28303038,41494949,51596161,61616969,79818989,8c949c9c,acbcc4c4,ccccdfe7,e7efefe7,e7efefef,f7efefef,efefefef,e7dfdfe7,e7e7dfdf,dfdfdfdf,dfdfd7d7,d7dfdfcf,cfcccccc,ccc4c4c4,bcbcb4ac,a4a4a4a4,a49c948c,84695141,38302830,30282828,28282828,20202028,28283030,30313028,28283030,30383941,41495151,49515149,49515149,49495159,59514951,51494949,51515959,59595951,51515151,51515151,51595959,59595959,59515959,59596161,59595959,61616161,69616161,61615961,69696969,61616161,69696969,69717171,7c7c8484,84848c8c,94949494,94949494,94949494,9c9c9c9c,94949494,94949c94,94949494,6,
94948c84,847c7c74,74747474,747c8484,84848484,847c746c,69717179,79797c74,71716959,59595139,28282028,28202020,20282020,20202028,20202830,30282828,28282828,28202828,28303038,41495151,51595959,59616971,79798181,8c949ca4,acbcc4c4,ccccd7df,dfe7e7e7,efeff7f7,efefefef,efefefe7,e7e7e7e7,e7e7dfdf,dfdfe7e7,dfd7d7d7,dfdfd7d7,cfcccccf,ccc4c4c4,bcb4b4ac,a4a4a4ac,a49c948c,84695141,38303030,28282828,28282828,28282820,20283031,31302828,28282828,28303039,41495149,51515149,49515149,49495159,51515151,51515151,59595959,59595951,51515151,51515151,51595959,51515151,59595961,59595959,59595959,59616161,61616161,61596169,69616969,61616161,61696969,69696969,6969747c,848c8c94,94949494,94949494,9494949c,9c9c9c94,9494949c,94949c9c,9c9c9494,7,
94948c84,84847c74,74747474,74848484,84848484,847c746c,69717979,79797974,71716959,59595139,28282028,28282020,20282020,20202020,20282828,30282828,28282828,28202028,28303038,49515151,51595959,61616971,79798184,8c949ca4,acb4c4c4,cccfd7df,e7e7e7e7,eff7f7f7,f7f7efef,efefefe7,e7e7e7e7,e7e7dfdf,dfdfe7e7,dfd7d7d7,dfdfd7cf,cfcccfcf,ccc4c4c4,bcbcb4ac,a4a4a4a4,a49c9c94,84715941,38303030,28282828,20282828,28282828,20283131,30303028,28303028,28303038,40494949,51515149,49515151,49495151,51515151,51515151,59595959,59595951,51515151,51515151,59595959,51515151,59596159,59595959,59595959,59596161,61615961,61616161,69616969,61616161,61696969,69696969,6969717c,848c8c94,94949494,94949494,9494949c,9c9c9c94,9494949c,94949c9c,9c9c9494,8,
8c8c8c8c,84847c74,7474747c,7c848484,84848484,847c746c,69717979,71717474,74746959,59615941,31282020,28202020,20202020,20202828,20202028,28282828,28282828,28282028,28303038,49515959,51595959,61616971,71798184,8c8c9ca4,acbcbcc4,c4cfd7df,e7e7efef,eff7eff7,f7efefef,efefefe7,e7e7e7e7,e7e7e7df,e7e7e7df,dfd7d7df,dfd7d7d7,d7d7d7cf,ccc4c4bc,bcb4acac,a4a4a4a4,a4a49c94,84715941,38302828,28282828,28282828,28283028,20283030,28283030,30303028,28282828,30393941,49514949,51515151,51515151,51515151,51515959,59515151,51515151,51595151,51515151,59595951,51515159,59595959,61615959,61595961,59596161,61615959,59596161,61595161,61696161,61616969,69696969,69697179,8184848c,8c949494,9494949c,9c949494,9c9c9c94,94949494,94949c9c,9c9c9494,9,
8c8c8c8c,847c7c74,7c747c7c,84848484,84848484,847c746c,69747971,747c7c71,71716159,59615949,30282020,20202020,20202020,20202820,20202028,28282828,28282828,28282828,30303038,49515959,51515959,61596169,71798184,8c8c9ca4,b4bcc4c4,cccfd7df,e7e7e7ef,efefeff7,f7efefef,efefefef,e7e7e7e7,e7efe7df,dfdfdfe7,dfd7d7df,dfd7d7cf,d7d7d7cf,ccc4c4bc,bcbcb4ac,a4a4a4a4,aca49c94,84715941,38303028,28282828,28282828,28303028,20283030,30303030,30303028,28283030,30383889,49494951,51515151,51515151,51515151,51515959,59515151,51515151,51515951,51515159,59595951,51515159,59595959,61615959,59595959,61596161,61615961,59596161,61595961,61696161,61696969,69696969,69697179,8184848c,8c949494,9494949c,9c949494,9c9c9c94,94949494,9494949c,9c9c9494,10,
